ID,Name,TeamName,Role
585,★ ⑳ nickWRLD- *^!,JACKBOY$ (NO ORG),
586,★ ⑳ shrody,The Lions Team,
587,★ ⑳ GABB,JACKBOY$ (NO ORG),
588,★ ⑳ Haz4rt,JACKBOY$ (NO ORG),
589,★ ⑳ mt1,The Lions Team,
590,★ ⑳ Okarin,The Lions Team,
591,★ ⑳ happ^,JACKBOY$ (NO ORG),
592,★ ⑳ duduzin @queroapplegru,RENEGADOS,
593,★ ⑳ dnc,NoMercy Clan,
594,★ ⑳ Bonecomeister @queroapplegru,RENEGADOS,
595,★ ⑳ Imoto @QueroAppleGRU,RENEGADOS,
596,★ ⑳ deltta,0,
597,★ ⑳ spankeer^_^zin,NoMercy Clan,
598,★ ⑳ kASE1 @QueroAppleGRU,RENEGADOS,
599,"★ ⑳ 70r471`,",NoMercy Clan,
600,★ ⑳ LEO1 @queroapplegru,0,
601,★ ⑳ TerraN,NoMercy Clan,
602,★ ⑳ BALiNHASKyWALKER,0,
603,★ ⑳ kvns_-,0,
604,★ ⑳ alanzy,BON$,
605,★ ⑳ ShinNy,ATRAPA2 GAMING,
606,★ ⑳ westDEUS,BON$,
607,★ ⑳ ivanzinho=),ATRAPA2 GAMING,
608,★ ⑳ henrizyn,BON$,
609,★ ⑳ iwc,BON$,
610,★ ⑳ Tefuh.MDQ,ATRAPA2 GAMING,
611,★ ⑳ CRISZZZZZZZZZZ,ATRAPA2 GAMING,
612,★ ⑳ jeaNziN^h$,pUg,
613,★ ⑳ gMsss,Action X,Lurker
614,★ ⑳ emut1,pUg,
615,★ ⑱ twitch.tv/Balthman,Action X,
616,★ ⑳ poosh1ziK,pUg,
617,★ ⑳ James Corden,pUg,
618,★ ⑱ Fvn-,Action X,
619,★ ⑳ duk:v,pUg,
620,★ ⑳ Delacroix,Action X,
621,★ ⑳ Kadzz,Action X,Suporte
622,★ ⑳ tubarone,Mastermind,
623,★ ⑳ rafz,Tactical Killer,
624,★ ⑳ shenzika9,Mastermind,
625,★ ⑳ LhaMa!,Tactical Killer,
626,★ ⑳ dkzz,Mastermind,
627,★ ⑳ CSM twitch.tv/csmfps,Mastermind,
628,★ ⑳ sorry,Tactical Killer,
629,★ ⑲ guig0``,Mastermind,
630,★ ⑳ Krz,Tactical Killer,
631,★ ⑳ Lok1,Tactical Killer,
632,★ ⑳ jeruzzzw0w,ORGxLESS,
633,★ ⑳ Twitch.tv/matheusttus,SM GAMING,
634,★ ⑳ zock,ORGxLESS,
635,★ ⑳ d1sAble,SM GAMING,
636,★ ⑳ slippery,ORGxLESS,
637,★ ⑳ Feremm,SM GAMING,
638,★ ⑳ rrr,SM GAMING,
639,★ ⑳ nicolqszo,ORGxLESS,
640,★ ⑳ gbrr,SM GAMING,
641,★ ⑳ hope,ORGxLESS,
642,★ ⑳ tln,BARCELONA DE 2007,
643,★ ⑳ KrN *@high.skins,Galacticos (NO-ORG),
644,★ ⑳ SlayGG^^ *@high.skins,Galacticos (NO-ORG),
645,★ ⑳ bolario,BARCELONA DE 2007,
646,★ ⑳ bsd the ace,BARCELONA DE 2007,
647,★ ⑳ patozer4 *@high.skins,Galacticos (NO-ORG),
648,★ ⑳ JMSfps *@high.skins,Galacticos (NO-ORG),
649,★ ⑳ Straafer,BARCELONA DE 2007,
650,★ ⑳ rfl,BARCELONA DE 2007,
651,★ ⑳ BiT$ *@high.skins,Galacticos (NO-ORG),
652,★ ⑳ teleGOD,sans organisation,
653,★ ⑳ aguze [t],WAP Esports,
654,★ ⑳ ritzz_-,sans organisation,
655,★ ⑳ kouzy-,WAP Esports,
656,★ ⑳ Raphiita,WAP Esports,
657,★ ⑳ xandezin,sans organisation,
658,★ ⑳ aguwall,WAP Esports,
659,★ ⑳ lazzarus,sans organisation,
660,★ ⑳ high fashion,sans organisation,
661,★ ⑳ Farés,WAP Esports,
662,★ ⑳ JO†A,Bravos Gaming,
663,★ ⑳ s1ckx,evoLutek e-Sports,
664,★ ⑳ tuurtle,Bravos Gaming,
665,★ ⑳ limetes.,evoLutek e-Sports,
666,★ ⑳ kaiG,Bravos Gaming,
667,★ ⑳ rmw,evoLutek e-Sports,
668,★ ⑳ caike,Bravos Gaming,
669,★ ⑳ Morais,evoLutek e-Sports,
670,★ ⑳ WOOD7,Bravos Gaming,
671,★ ⑳ Lich,evoLutek e-Sports,
672,★ ⑳ PALHAÇO IXI,CUIABA PRANK,
673,★ ⑳ calc,NUKEGG,
674,★ ⑳ sarmazi,CUIABA PRANK,
675,★ ⑳ duquie,NUKEGG,
676,★ ⑳ nosh,CUIABA PRANK,
677,★ ⑳ zyxky_-,NUKEGG,
678,★ ⑳ terr4zz nocryyy,CUIABA PRANK,
679,★ ⑳ leleocs1,NUKEGG,
680,★ ⑳ galkynNnN,CUIABA PRANK,
681,★ ⑳ Jah-ras,NUKEGG,
682,★ ⑳ MATESiTO,TrueNeutral,
683,★ ⑳ saezx,ElZorro eSports,
684,★ ⑳ Pheno,ElZorro eSports,
685,★ ⑳ cArtujaNEITOR!,TrueNeutral,
686,"★ ⑲ coMplot,",TrueNeutral,
687,★ ⑳ maatii,ElZorro eSports,
688,★ ⑳ ABRAHAM DEUS,TrueNeutral,
689,★ ⑳ chipi,ElZorro eSports,
690,★ ⑳ Leo,ElZorro eSports,
691,★ ⑳ twitch.tv/REEAALcs,TrueNeutral,
692,★ ⑳ Tarta,BTH-Esports,
693,★ ⑳ kai,eBRO,
694,★ ⑳ sai,eBRO,
695,★ ⑳ guishu,BTH-Esports,
696,★ ⑳ xanc,eBRO,
697,★ ⑳ MickY™,BTH-Esports,
698,★ ⑳ Brokenqad,BTH-Esports,
699,★ ⑳ Aang SKyWALKER^^,BTH-Esports,
700,★ ⑳ LEu[1],eBRO,
701,★ ⑳ eBRO knark,0,
702,★ ⑳ jqn,Acotados,
703,★ ⑳ kaydan,RDW Esports,
704,★ ⑳ famus,Acotados,
705,★ ⑳ keitw0o,RDW Esports,
706,★ ⑳ 4NTEDEGUEM0N,RDW Esports,
707,★ ⑳ Ray Donovan,Acotados,
708,★ ⑳ Diovand,Acotados,
709,★ ⑳ BR1TO,RDW Esports,
710,★ ⑳ speedy,RDW Esports,
711,★ ⑳ bruno,Acotados,
712,★ ⑳ ABM♥V,Acotados,
713,★ ⑳ Lezzz pX,Golden Vulpes,
714,★ ⑳ mgL^.^,NONAME,
715,★ ⑳ aNdz,Golden Vulpes,
716,★ ⑳ zocks,NONAME,
717,★ ⑳ PDN,Golden Vulpes,
718,★ ⑳ zock9,NONAME,
719,★ ⑳ 5h9t 88,Golden Vulpes,
720,★ ⑳ neskkz,NONAME,
721,★ ⑳ Parrudao.....,Golden Vulpes,
722,★ ⑳ kaoz,NONAME,
723,★ ⑳ luchov,DESEMPLEADOS,
724,★ ⑳ aessy,NaoTemOrg,
725,★ ⑲ cadiaN,DESEMPLEADOS,
726,★ ⑳ TERR9R-,NaoTemOrg,
727,★ ⑳ laser =),DESEMPLEADOS,
728,★ ⑳ alexandre_,NaoTemOrg,
729,★ ⑳ celok,NaoTemOrg,
730,★ ⑳ peqexino,DESEMPLEADOS,
731,★ ⑳ KUN,DESEMPLEADOS,
732,★ ⑳ under`64,NaoTemOrg,
733,✪ abdmonster,Ex0d14,
734,WillziN,Red Skull Esports,
735,Terror,Ex0d14,
736,K1nG Mônico❤️L,Red Skull Esports,
737,otizaaf tradeit.gg,Ex0d14,
738,krustyYyY,Red Skull Esports,
739,annoni,Ex0d14,
740,lhb,Ex0d14,
741,★,Red Skull Esports,
742,yan,Red Skull Esports,
743,★ ⑳ fozz1,Skillers,
744,★ ⑳ Davidtess,LUMINOUS,
745,★ ⑳ G.Z,LUMINOUS,
746,★ ⑳ iogazera,Skillers,
747,★ ⑳ m0b,LUMINOUS,
748,★ ⑳ lgtz1n,Skillers,
749,★ ⑳ gbr,Skillers,
750,★ ⑳ sori-',LUMINOUS,
751,★ ⑳ L S 1,Skillers,
752,★ ⑳ ' Lucky,LUMINOUS,
753,★ ⑳ suap | ash1hara,SUAP!,
754,★ ⑳ lbz,orgless-,
755,★ ⑳ Lemao,orgless-,
756,★ ⑳ fera-,SUAP!,
757,★ ⑳ ADENA,orgless-,
758,★ ⑳ lo crix,0,
759,★ ⑳ SPIKEEEY,orgless-,
760,★ ⑳ suap | ckt,0,
761,★ ⑳ suap | SINISTRU,SUAP!,
762,★ ⑳ suap | gerotto,SUAP!,
763,★ ⑳ eXp,Mariners Sports,
764,★ ⑳ rainny-_-,VivoKeyd Academy,
765,★ ⑳ coxinha,VivoKeyd Academy,
766,★ ⑳ brt,Mariners Sports,
767,★ ⑳ ph1,VivoKeyd Academy,
768,★ ⑳ diabaz,Mariners Sports,
769,★ ⑳ jApA,VivoKeyd Academy,
770,★ ⑳ SANGUE /A/,Mariners Sports,
771,★ ⑳ heartless,VivoKeyd Academy,
772,★ ⑳ iguiin:D,Mariners Sports,
773,★ ⑳ Finnin,WAGLO Esports,
774,★ ⑳ g1ozerinha B.,Detona Pound,
775,★ ⑳ mgr,WAGLO Esports,
776,★ ⑳ tt♥,Detona Pound,
777,★ ⑳ fipa,WAGLO Esports,
778,★ ⑳ Riider,WAGLO Esports,
779,★ ⑳ perez,Detona Pound,
780,★ ⑳ putsuke,WAGLO Esports,
781,★ ⑳ skl,Detona Pound,
782,★ ⑳ ? w3llz,Detona Pound,
783,★ ⑳ Dukha XN-,Team Brave Soldiers,
784,★ ⑳ atarax1asetansis6x:ñ_,RIVER PLATE GAMING,
785,★ ⑳ guidimon,RIVER PLATE GAMING,
786,★ ⑳ fnk,Team Brave Soldiers,
787,★ ⑳ minimal^^,RIVER PLATE GAMING,
788,★ ⑳ LUCKING,Team Brave Soldiers,
789,★ ⑳ MRN1,RIVER PLATE GAMING,
790,★ ⑳ jnRAT' XN-,Team Brave Soldiers,
791,★ ⑳ arieldidi,RIVER PLATE GAMING,
792,★ ⑳ Thuister,Team Brave Soldiers,
793,★ ⑳ KnoX,NK e-Sports,
794,★ ⑳ tin9n,REAL MADRID 2018,
795,★ ⑳ urban0-,NK e-Sports,
796,★ ⑳ guru J,NK e-Sports,
797,★ ⑳ luke,NK e-Sports,
798,★ ⑳ blade_____k,NK e-Sports,
799,★ ⑳ mavz1N,REAL MADRID 2018,
800,★ ⑳ nth.,REAL MADRID 2018,
801,★ ⑳ Makumberu,REAL MADRID 2018,
802,★ ⑳ maky,0,
803,★ ⑳ storm^,ALO AMBEV,
804,★ ⑳ Dekuuj,7belo,
805,★ ⑳ kindg,ALO AMBEV,
806,★ ⑳ jnzik4-,7belo,
807,★ ⑳ osama-,ALO AMBEV,
808,★ ⑳ SENOR VAC,7belo,
809,★ ⑳ btk,ALO AMBEV,
810,★ ⑳ -... .-. ..- -. ---,7belo,
811,★ ⑳ Maloquitaaaa,7belo,
812,★ ⑳ celo,ALO AMBEV,
813,★ ⑳ twitch.tv/imzikaa,ALO AMBEV,
814,★ ⑳ afro9,7belo,
815,★ ⑳ nwayShADY,0,
816,★ ⑳ turone,0,
817,★ ⑳ noturnofps †,Forget,
818,★ ⑳ 47 ndr-,OPYT e-Sports,
819,★ ⑳ Roger Nolleds,0,
820,★ ⑳ Bet1N,OPYT e-Sports,
821,★ ⑳ pendulum,Forget,
822,★ ⑳ armyReformed,OPYT e-Sports,
823,★ ⑳ Roger chineler4,Forget,
824,★ ⑳ rogerturkish.aim_-,Forget,
825,★ ⑳ roro LEONHART,D0G$ P33K,
826,★ ⑳ salzani,The Clutch Force,
827,★ ⑳ Srx The MagiciaN,D0G$ P33K,
828,★ ⑳ joax,The Clutch Force,
829,★ ⑳ MORANDIN,D0G$ P33K,
830,★ ⑳ WqzSSJ,The Clutch Force,
831,★ ⑳ emut1,D0G$ P33K,
832,★ ⑳ latta_,The Clutch Force,
833,★ ⑰ DZ Fuuuguetin,D0G$ P33K,
834,★ ⑳ skitz``,The Clutch Force,
835,★ ⑳ mileroff,Beneath Gaming,
836,★ ⑳ cidZzZ,Bears eSports,
837,★ ⑳ uetinha,Beneath Gaming,
838,★ ⑳ mawth,Bears eSports,
839,★ ⑳ mlhzin,Beneath Gaming,
840,★ ⑳ tifa,Bears eSports,
841,★ ⑳ kyoshix),Beneath Gaming,
842,★ ⑳ galaxyy,Beneath Gaming,
843,★ ⑳ togs,Bears eSports,
844,★ ⑳ decenty,Bears eSports,
845,★ ⑳ clownzera-,blackhat esports,
846,★ ⑳ 1andz,OLD MIGUS,
847,★ ⑲ dug,blackhat esports,
848,★ ⑳ BENATT1,OLD MIGUS,
849,★ ⑳ Flasky-,blackhat esports,
850,★ ⑳ cldddd -fm-,OLD MIGUS,
851,★ ⑳ outttt,OLD MIGUS,
852,★ ⑳ lalau,blackhat esports,
853,★ ⑳ mid1^,blackhat esports,
854,★ ⑳ YOUR,OLD MIGUS,
855,★ ⑳ onze,0,
856,★ ⑳ synerg,0,
857,★ ⑳ Atlas,0,
858,★ ⑳ vlx,SUGOI! e-Sports,
859,★ ⑳ CHA,SUGOI! e-Sports,
860,★ ⑳ zmk',I Dont Have Roof,
861,★ ⑳ ruizz,SUGOI! e-Sports,
862,★ ⑳ CPX,SUGOI! e-Sports,
863,★ ⑳ Palensckii,I Dont Have Roof,
864,★ ⑳ James,0,
865,★ ⑳ RpL,NineNine,
866,★ ⑳ LzBK,KG Academy,
867,★ ⑳ DebornY,NineNine,
868,★ ⑳ n9xtZzZzy,NineNine,
869,★ ⑳ antonini,KG Academy,
870,★ ⑳ pedrinzy,KG Academy,
871,★ ⑳ r1see,NineNine,
872,★ ⑳ SHiNODA -iwnl-,NineNine,
873,★ ⑳ brn$,KG Academy,
874,★ ⑳ FFFELIPINHO1F,KG Academy,
875,★ ⑳ CyBeR,0,
876,★ ⑳ ayatinho,RealDeal Rise,
877,★ ⑳ nyezin,Value Dragons,
878,★ ⑳ Leozzvn_ ♥t,RealDeal Rise,
879,★ ⑳ Lksz1N,Value Dragons,
880,★ ⑳ el jean the ONE,RealDeal Rise,
881,★ ⑳ europeu,Value Dragons,
882,★ ⑳ igux fan,RealDeal Rise,
883,★ ⑳ azes -wfe-,Value Dragons,
884,★ ⑳ kaz,Value Dragons,
885,★ ⑳ Magiky,ITAPE,
886,★ ⑳ Aiz9n,CSA eSports,
887,★ ⑳ twitch.tv/gbzillafps,ITAPE,
888,★ ⑳ DrewiiD,CSA eSports,
889,★ ⑳ TrUnk$,ITAPE,
890,★ ⑳ m4ir,CSA eSports,
891,★ ⑳ shark,ITAPE,
892,★ ⑳ CONNECT,CSA eSports,
893,★ ⑳ f0nseccA,ITAPE,
894,★ ⑳ NoA,CSA eSports,
895,★ ⑳ MALDONADO,kiddiNg2smile,
896,★ ⑳ nollan,UFSC TITANS,
897,★ ⑳ -gaarddeus,kiddiNg2smile,
898,★ ⑳ Little rubber duck,UFSC TITANS,
899,★ ⑳ WOWZK1LUKMITODOCARAI,kiddiNg2smile,
900,★ ⑳ tt.tv/psYzerafps,kiddiNg2smile,
901,★ ⑳ stanckz,UFSC TITANS,
902,★ ⑳ KKRTZIN-,kiddiNg2smile,
903,★ ⑳ GAFTE,UFSC TITANS,
904,★ ⑳ lesteR7!,UFSC TITANS,
905,★ ⑳ Caiovysk ---,Atletico Goianiense Esports,
906,★ ⑳ matinaso,Flow Nocturns Gaming,
907,★ ⑳ t4MAg,Flow Nocturns Gaming,
908,★ ⑳ magniezi ♥‎,Atletico Goianiense Esports,
909,★ ⑳ leandra$o,Flow Nocturns Gaming,
910,★ ⑳ ALe,Atletico Goianiense Esports,
911,★ ⑳ sheep,Flow Nocturns Gaming,
912,★ ⑳ LGF-,Atletico Goianiense Esports,
913,★ ⑳ limi7,Flow Nocturns Gaming,
914,★ ⑳ BigShark,Atletico Goianiense Esports,
915,★ ⑳ Lukz-iwnl-,Meta Paraguay,
916,★ ⑳ FURQE,9z Academy,
917,★ ⑳ v7b,Meta Paraguay,
918,★ ⑳ redmor,9z Academy,
919,★ ⑳ AKEX,Meta Paraguay,
920,★ ⑳ KAISER,9z Academy,
921,★ ⑳ Dav1dpy10,Meta Paraguay,
922,★ ⑳ buda,9z Academy,
923,★ ⑳ aNG,Meta Paraguay,
924,★ ⑳ roy,9z Academy,
925,★ ⑳ s1ckx,evoLutek e-Sports,
926,★ ⑳ L GANTE,Malvinas Gaming,
927,★ ⑳ Morais,evoLutek e-Sports,
928,★ ⑳ Lich,evoLutek e-Sports,
929,★ ⑳ sjuush,Malvinas Gaming,
930,★ ⑳ rmw,evoLutek e-Sports,
931,★ ⑳ KLK,Malvinas Gaming,
932,★ ⑳ limetes.,evoLutek e-Sports,
933,★ ⑳ FAKZ ^^,Malvinas Gaming,
934,★ ⑳ joman,Malvinas Gaming,
935,★ ⑳ LhaMa!,Tactical Killer,
936,★ ⑳ nosh,CUIABA PRANK,
937,★ ⑳ PALHAÇO IXI,CUIABA PRANK,
938,★ ⑳ Krz,Tactical Killer,
939,★ ⑳ terr4zz nocryyy,CUIABA PRANK,
940,★ ⑳ Lok1,Tactical Killer,
941,★ ⑳ sorry,Tactical Killer,
942,★ ⑳ rafz,Tactical Killer,
943,★ ⑳ sarmazi,CUIABA PRANK,
944,★ ⑳ galkynNnN,CUIABA PRANK,
945,★ ⑳ Ismailcan,0,
946,★ ⑳ hn1,0,
947,★ ⑳ skn,0,
948,★ ⑳ rNk,Titans Esports,
949,★ ⑳ ziK,doubleSense,
950,★ ⑳ N1v,Titans Esports,
951,★ ⑳ brk,Titans Esports,
952,★ ⑳ lauzy-,doubleSense,
953,★ ⑳ v1rtuw,doubleSense,
954,★ ⑳ k1n,Titans Esports,
955,★ ⑳ nicko,Pardo Esports,
956,★ ⑳ rz1nX),SM GAMING,
957,★ ⑳ bruj'=D♥T,Pardo Esports,
958,★ ⑳ Twitch.tv/matheusttus,SM GAMING,
959,★ ⑳ gbrr,SM GAMING,
960,★ ⑳ Godals,Pardo Esports,
961,★ ⑳ d1sAble,SM GAMING,
962,★ ⑳ eragonmachine,Pardo Esports,
963,★ ⑳ 1945,Pardo Esports,
964,★ ⑳ Feremm,SM GAMING,
965,★ ⑳ vNs;,0,
966,★ ⑳ phs-,0,
967,★ ⑳ diegz,YAKUZA,
968,★ ⑳ sk.jorgitow0w?,0,
969,★ ⑳ LIL,YAKUZA,
970,★ ⑳ sTawer,SpaceStre$$,
971,★ ⑲ h4h4h4',SpaceStre$$,
972,★ ⑳ capocha,YAKUZA,
973,★ ⑳ electronic,YAKUZA,
974,★ ⑳ priamind_,SpaceStre$$,
975,★ ⑳ deserved paradise,GROUPiE$,
976,★ ⑲ zod the best que ta tendo,PEGUEI SUA IRMA,
977,★ ⑳ rdnzao,GROUPiE$,
978,★ ⑳ Benedetti,PEGUEI SUA IRMA,
979,★ ⑳ juarez4tw,PEGUEI SUA IRMA,
980,★ ⑳ tyg,GROUPiE$,
981,★ ⑳ ateeex,PEGUEI SUA IRMA,
982,★ ⑳ ewan from afrika,GROUPiE$,
983,★ ⑳ sandman,GROUPiE$,
984,★ ⑳ Maykao,PEGUEI SUA IRMA,
985,★ ⑳ emut1,AMIGOSDOPUG,
986,★ ⑳ TriniTyw0o,EFFECT,
987,★ ⑳ poosh1ziK,AMIGOSDOPUG,
988,★ ⑳ jeaNziN^h$,AMIGOSDOPUG,
989,★ ⑳ sbnzyn,EFFECT,
990,★ ⑳ duk:v,AMIGOSDOPUG,
991,★ ⑳ jeN,EFFECT,
992,★ ⑳ James Corden,AMIGOSDOPUG,
993,★ ⑳ KnzinN,EFFECT,
994,★ ⑳ sch corta saco,EFFECT,
995,★ ⑳ MATESiTO,TrueNeutral,
996,★ ⑳ L S 1,Skillers,
997,"★ ⑲ coMplot,",TrueNeutral,
998,★ ⑳ lgtz1n,Skillers,
999,★ ⑳ fozz1,Skillers,
1000,★ ⑳ cArtujaNEITOR!,TrueNeutral,
1001,★ ⑳ ABRAHAM DEUS,TrueNeutral,
1002,★ ⑳ iogazera,Skillers,
1003,★ ⑳ twitch.tv/REEAALcs,TrueNeutral,
1004,★ ⑳ gbr,Skillers,
1005,★ ⑳ A$AP Gonobu,miyagi-do,
1006,★ ⑳ teleGOD,sans organisation,
1007,★ ⑳ xandezin,sans organisation,
1008,★ ⑳ honest,miyagi-do,
1009,★ ⑳ -shiryu,miyagi-do,
1010,★ ⑳ k1zera,sans organisation,
1011,★ ⑳ high fashion,sans organisation,
1012,★ ⑳ lazzarus,sans organisation,
1013,★ ⑳ Dhelta | ATURAOUSURTA ♥,miyagi-do,
1014,★ ⑳ phzinho_-,miyagi-do,
1015,★ ⑳ bumbum guloso,from hell,
1016,★ ⑳ m0b,LUMINOUS,
1017,★ ⑳ n;),from hell,
1018,★ ⑳ Davidtess,LUMINOUS,
1019,★ ⑳ -dek0-,from hell,
1020,★ ⑳ G.Z,LUMINOUS,
1021,★ ⑳ Zamp,from hell,
1022,★ ⑳ Reis,from hell,
1023,★ ⑳ sori-',LUMINOUS,
1024,★ ⑳ ' Lucky,0,
1025,★ ⑳ tln,0,
1026,★ ⑳ bsd the ace,0,
1027,★ ⑳ deg,BROKEN,
1028,★ ⑳ bolario,BARCELONA DE 2007,
1029,★ ⑳ rfl,BARCELONA DE 2007,
1030,★ ⑳ yokz,BROKEN,
1031,★ ⑳ aranw,BROKEN,
1032,★ ⑳ Straafer,BARCELONA DE 2007,
1033,★ ⑳ Maaark #ABENÇOA,BROKEN,
1034,★ ⑳ EduGOD,BROKEN,
1035,★ ⑳ BR1TO,RDW Esports,
1036,★ ⑳ Brokenqad,BTH-Esports,
1037,★ ⑳ 4NTEDEGUEM0N,RDW Esports,
1038,★ ⑳ Tarta,BTH-Esports,
1039,★ ⑳ speedy,RDW Esports,
1040,★ ⑳ keitw0o,RDW Esports,
1041,★ ⑳ kaydan,RDW Esports,
1042,★ ⑳ guishu,BTH-Esports,
1043,★ ⑳ Aang SKyWALKER^^,BTH-Esports,
1044,★ ⑳ MickY™,BTH-Esports,
1045,★ ⑳ zyxky_-,NUKEGG,
1046,★ ⑳ tubarone,Mastermind,
1047,★ ⑳ shenzika9,Mastermind,
1048,★ ⑳ calc,NUKEGG,
1049,★ ⑳ leleocs1,NUKEGG,
1050,★ ⑳ Jah-ras,NUKEGG,
1051,★ ⑲ guig0``,Mastermind,
1052,★ ⑳ duquie,NUKEGG,
1053,★ ⑳ dkzz,Mastermind,
1054,★ ⑳ CSM twitch.tv/csmfps,Mastermind,
1055,★ ⑳ Lovag*,NO-ORG,
1056,★ ⑳ sk1p,CEARA,
1057,★ ⑳ mcl,CEARA,
1058,★ ⑳ pab1,NO-ORG,
1059,★ ⑳ lineko,CEARA,
1060,★ ⑳ rove,NO-ORG,
1061,★ ⑳ MTC^,NO-ORG,
1062,★ ⑳ facuzone,NO-ORG,
1063,★ ⑳ NAITTEXDD,CEARA,
1064,★ ⑳ spLx,CEARA,
1065,★ ⑳ enzao,A12,
1066,★ ⑳ phznn-,Jaguares PINK Academy,
1067,★ ⑳ -s1mão- @jaguaresgg,Jaguares PINK Academy,
1068,★ ⑳ cenik,A12,
1069,★ ⑳ ALENCARrx_,Jaguares PINK Academy,
1070,★ ⑳ Slatts,A12,
1071,★ ⑳ Novak Djokovic,Jaguares PINK Academy,
1072,★ ⑳ -ZIG-,Jaguares PINK Academy,
1073,★ ⑳ burrito,A12,
1074,★ ⑳ tt.tv/drkk_fps,A12,
1075,★ ⑳ fera-,SUAP!,
1076,"★ ⑳ KnK,GiR",BLE$$ED,
1077,★ ⑳ suap | gerotto,SUAP!,
1078,★ ⑳ castelzin,BLE$$ED,
1079,★ ⑳ lelez1ka,BLE$$ED,
1080,★ ⑳ suap | SINISTRU,SUAP!,
1081,★ ⑳ suap | ash1hara,SUAP!,
1082,★ ⑳ pka,BLE$$ED,
1083,★ ⑳ suap | ckt,SUAP!,
1084,★ ⑳ righi,BLE$$ED,
1085,★ ⑳ sf_,UR$O,
1086,★ ⑳ ped,godenvyus,
1087,★ ⑳ t9mpest,godenvyus,
1088,★ ⑳ gu1,UR$O,
1089,★ ⑳ DexteR,godenvyus,
1090,★ ⑳ gabriellll,UR$O,
1091,★ ⑳ iso,godenvyus,
1092,★ ⑳ m4t4ru1m,UR$O,
1093,★ ⑳ LYO^_^,godenvyus,
1094,★ ⑳ KOBE,UR$O,
1095,★ ⑳ bladiN @LentesPerfectBlue,IMMORTALITY,
1096,★ ⑳ Rossett1,Chevetao $$$ R3B4IX4D0,
1097,★ ⑳ tukz @LentesPerfectBlue,IMMORTALITY,
1098,★ ⑳ PixeL-,Chevetao $$$ R3B4IX4D0,
1099,★ ⑳ DEDEEEE @LentesPerfectBlue,IMMORTALITY,
1100,★ ⑱ AL. LUCIN,Chevetao $$$ R3B4IX4D0,
1101,★ ⑳ TROFFz;  @LentesPerfectbBlue,IMMORTALITY,
1102,★ ⑳ bernardo @LentesPerfectBlue,IMMORTALITY,
1103,★ ⑳ backdoor ♥ reeh,Chevetao $$$ R3B4IX4D0,
1104,★ ⑳ JapaK1ng,Chevetao $$$ R3B4IX4D0,
1105,★ ⑳ dnc,NoMercy Clan,
1106,★ ⑳ Leo,ElZorro eSports,
1107,★ ⑳ saezx,ElZorro eSports,
1108,★ ⑳ deltta,NoMercy Clan,
1109,★ ⑳ spankeer^_^zin,NoMercy Clan,
1110,★ ⑳ maatii,ElZorro eSports,
1111,★ ⑳ Pheno,ElZorro eSports,
1112,"★ ⑳ 70r471`,",NoMercy Clan,
1113,★ ⑳ chipi,ElZorro eSports,
1114,★ ⑳ TerraN,NoMercy Clan,
1115,★ ⑳ Neephzinho,SELVA,
1116,★ ⑳ tt♥,Detona Pound,
1117,★ ⑳ 000,SELVA,
1118,★ ⑳ afflict,SELVA,
1119,★ ⑳ g1ozerinha B.,Detona Pound,
1120,★ ⑳ ? w3llz,Detona Pound,
1121,★ ⑳ kkkkkkkkkkkkkkkk,SELVA,
1122,★ ⑳ perez,Detona Pound,
1123,★ ⑳ skl,Detona Pound,
1124,★ ⑳ motm,SELVA,
1125,★ ⑳ twitch.tv/sndfps,0,
1126,★ ⑳ Babidy,FIVER5 ICE,
1127,★ ⑳ kroonoskinggg,REC Esports,
1128,★ ⑳ xeque,FIVER5 ICE,
1129,★ ⑳ predict,FIVER5 ICE,
1130,★ ⑲ fadezao,FIVER5 ICE,
1131,★ ⑳ Anndy ♥ V,REC Esports,
1132,★ ⑳ thg,REC Esports,
1133,★ ⑳ rN-_-,FIVER5 ICE,
1134,★ ⑳ no_one,REC Esports,
1135,★ ⑳ osama-,ALO AMBEV,
1136,★ ⑳ ninOSTYLE.-,Bittersod Emerald,
1137,★ ⑳ razor,Bittersod Emerald,
1138,★ ⑳ storm^,ALO AMBEV,
1139,★ ⑳ kindg,ALO AMBEV,
1140,★ ⑳ celo,ALO AMBEV,
1141,★ ⑳ fpnn,Bittersod Emerald,
1142,★ ⑳ hax,Bittersod Emerald,
1143,★ ⑳ littlefoot,ALO AMBEV,
1144,★ ⑳ nks-_-,Bittersod Emerald,
1145,★ ⑳ togs,Bears eSports,
1146,★ ⑳ ab!zz,Furious Gaming,
1147,★ ⑳ tifa,Bears eSports,
1148,★ ⑳ nacho,Furious Gaming,
1149,★ ⑳ JonY BoY,Furious Gaming,
1150,★ ⑳ decenty,Bears eSports,
1151,★ ⑳ Owen$inhoM^^,Furious Gaming,
1152,★ ⑳ cidZzZ,Bears eSports,
1153,★ ⑳ gooden,Furious Gaming,
1154,★ ⑳ mawth,Bears eSports,
1155,★ ⑳ sh@kuRR-',0,
1156,★ ⑳ -Invic7um_,NYXE ESPORTS,IGL
1157,★ ⑳ WqzSSJ,The Clutch Force,
1158,★ ⑳ skitz``,The Clutch Force,
1159,★ ⑳ k1nz,NYXE ESPORTS,Entry Fragger
1160,★ ⑳ AleKsiS,NYXE ESPORTS,
