,Name,TeamName,Killed,Death,ADR,TotalDamageDealt,RoundMVPs,LastAliveQuantity,Clutches,FirstKills,FirstDeaths,FlashedEnemies,FlashAssists,BombsPlanted,WalkQuantityAsTR,WalkQuantityAsCT,DistanceTraveledAsTR,DistanceTraveledAsCT,AK47Kills,MAC10Kills,M4A4Kills,MP9Kills,AWPKills,ScoutKills
45,★ ⑳ guihhzo,GSTFAMILY,0.175438596491228,0.20879120879120802,0.149163879598662,0.149163879598662,0.133333333333333,0.0,0.0,0.1875,0.33333333333333304,0.032258064516129004,0.0,0.18181818181818102,0.19697647184073203,9838,0.200009170158492,158078.09,0.133333333333333,1.0,0.2,0.0,0.0,0.0
46,★ ⑳ PACxM4N,GSTFAMILY,0.20175438596491202,0.164835164835164,0.204548494983277,0.204548494983277,0.266666666666666,0.384615384615384,1.0,0.25,0.2,0.32258064516129004,0.25,0.36363636363636304,0.246864686468646,11635,0.21990477668399402,169279.07,0.1,0.0,0.24,0.0,0.44444444444444403,0.0
47,★ ⑳ bruno[1],GSTFAMILY,0.19298245614035,0.19780219780219702,0.20976588628762502,0.20976588628762502,0.2,0.15384615384615302,0.0,0.125,0.133333333333333,0.41935483870967705,0.5,0.27272727272727204,0.178324284041307,9025,0.20442453179059103,183217.37,0.33333333333333304,0.0,0.2,0.0,0.0,0.0
48,★ ⑳ divine,GSTFAMILY,0.19298245614035,0.186813186813186,0.18193979933110302,0.18193979933110302,0.133333333333333,0.30769230769230704,0.0,0.25,0.2,0.09677419354838701,0.0625,0.09090909090909001,0.20204407537527902,7470,0.18408895276720302,157961.09,0.2,0.0,0.08,1.0,0.33333333333333304,0.0
49,★ ⑳ hitt,GSTFAMILY,0.23684210526315702,0.241758241758241,0.254581939799331,0.254581939799331,0.266666666666666,0.15384615384615302,0.0,0.1875,0.133333333333333,0.12903225806451601,0.1875,0.09090909090909001,0.17579048227403302,10977,0.19157256859971802,169286.31,0.23333333333333303,0.0,0.28,0.0,0.22222222222222202,0.0
50,★ ⑳ j9arez-_-,PEGUEI SUA IRMA,0.21649484536082403,0.20792079207920702,0.21242337556191201,0.21242337556191201,0.45454545454545403,0.133333333333333,0.0,0.33333333333333304,0.25,0.23809523809523803,0.0,0.0,0.22542718596059103,8169,0.20250570152873001,100535.69,0.150943396226415,0.5,0.0,0.0,0.0,0.0
51,★ ⑳ ateeex,PEGUEI SUA IRMA,0.21649484536082403,0.17821782178217802,0.21888026154474802,0.21888026154474802,0.09090909090909001,0.33333333333333304,0.0,0.08333333333333301,0.125,0.28571428571428503,0.25,0.25,0.19610144704433402,5676,0.20235908490093601,91321.7,0.24528301886792403,0.0,0.0,0.0,1.0,0.0
52,★ ⑳ gst,PEGUEI SUA IRMA,0.195876288659793,0.19801980198019803,0.180302411115651,0.180302411115651,0.27272727272727204,0.33333333333333304,0.0,0.16666666666666602,0.1875,0.14285714285714202,0.5,0.5,0.19800646551724102,6299,0.20289275537973703,97667.87,0.24528301886792403,0.0,0.5,0.0,0.0,0.0
53,★ ⑳ Benedetti,PEGUEI SUA IRMA,0.20618556701030902,0.21782178217821702,0.208173273395995,0.208173273395995,0.09090909090909001,0.2,1.0,0.25,0.25,0.047619047619047006,0.25,0.25,0.19209898399014702,7476,0.192862379492445,103528.84,0.18867924528301802,0.5,0.375,0.5,0.0,0.0
54,★ ⑳ Maykao,PEGUEI SUA IRMA,0.164948453608247,0.19801980198019803,0.180220678381691,0.180220678381691,0.09090909090909001,0.0,0.0,0.16666666666666602,0.1875,0.28571428571428503,0.0,0.0,0.18836591748768403,7682,0.19938007869815003,95607.6,0.169811320754716,0.0,0.125,0.5,0.0,0.0
55,★ ⑳ MANAUARA,7belo - VERTIGO,0.20792079207920702,0.195876288659793,0.20378365648795002,0.20378365648795002,0.3125,0.133333333333333,0.33333333333333304,0.1875,0.25,0.125,0.42857142857142805,0.0,0.21901961166183,10689,0.196980985625949,113478.57,0.07692307692307601,0.0,0.29411764705882304,0.33333333333333304,0.0,0.0
56,★ ⑳ SENOR VAC,7belo - VERTIGO,0.25742574257425704,0.195876288659793,0.292016641808619,0.292016641808619,0.375,0.066666666666666,0.33333333333333304,0.1875,0.16666666666666602,0.1875,0.0,0.0,0.20575690887490902,10846,0.19543779547407,136443.94,0.15384615384615302,0.0,0.20588235294117602,0.33333333333333304,0.0,0.0
57,★ ⑳ jnzik4-,7belo - VERTIGO,0.148514851485148,0.20618556701030902,0.155114216186513,0.155114216186513,0.0,0.266666666666666,0.0,0.125,0.33333333333333304,0.09375000000000001,0.14285714285714202,0.0,0.200888075252692,9917,0.19269615722726402,118718.3,0.115384615384615,0.0,0.08823529411764701,0.0,1.0,0.0
58,★ ⑳ Maloquitaaaa,7belo - VERTIGO,0.19801980198019803,0.20618556701030902,0.17795745348928402,0.17795745348928402,0.1875,0.266666666666666,0.33333333333333304,0.125,0.08333333333333301,0.125,0.0,0.5,0.198317331100161,11229,0.21270228742768102,114840.03,0.461538461538461,0.0,0.11764705882352901,0.0,0.0,0.0
59,★ ⑳ Ax1LeGOD,7belo - VERTIGO,0.188118811881188,0.195876288659793,0.17112803202763102,0.17112803202763102,0.125,0.266666666666666,0.0,0.375,0.16666666666666602,0.46875000000000006,0.42857142857142805,0.5,0.17601807311040502,9356,0.202182774245033,136248.42,0.192307692307692,0.0,0.29411764705882304,0.33333333333333304,0.0,0.0
60,★ ⑳ jack,DeserveIT,0.30357142857142805,0.213483146067415,0.25391941391941303,0.25391941391941303,0.0,0.266666666666666,0.0,0.5,0.15384615384615302,0.10714285714285701,0.0,0.0,0.177291663875902,2762,0.19284218047536,40920.27,0.3125,0.0,1.0,0.33333333333333304,1.0,0.0
61,★ ⑳ tr1n,DeserveIT,0.160714285714285,0.22471910112359503,0.17992673992673902,0.17992673992673902,0.25,0.066666666666666,0.0,0.0,0.23076923076923,0.10714285714285701,0.33333333333333304,0.2,0.19355400463490102,2903,0.21397266069891702,42705.04,0.125,0.0,0.0,0.33333333333333304,0.0,0.0
62,★ ⑳ fhz=d!!!,DeserveIT,0.053571428571428006,0.191011235955056,0.09553113553113501,0.09553113553113501,0.0,0.066666666666666,0.0,0.125,0.461538461538461,0.392857142857142,0.33333333333333304,0.0,0.21213379593039602,2605,0.202078660521526,40508.66,0.0,0.0,0.0,0.33333333333333304,0.0,1.0
63,★ ⑳ RNN,DeserveIT,0.25,0.191011235955056,0.251428571428571,0.251428571428571,0.0,0.4,0.0,0.125,0.07692307692307601,0.14285714285714202,0.0,0.4,0.21911293887556701,3521,0.19711018301067101,40204.85,0.4375,0.5,0.0,0.0,0.0,0.0
64,★ ⑳ zeitsev,DeserveIT,0.232142857142857,0.179775280898876,0.21919413919413902,0.21919413919413902,0.75,0.2,1.0,0.25,0.07692307692307601,0.25,0.33333333333333304,0.4,0.19790759668323202,3703,0.19399631529352301,42032.75,0.125,0.5,0.0,0.0,0.0,0.0
65,★ ⑳ mafeu,You Never Know,0.175824175824175,0.189655172413793,0.194950645406226,0.194950645406226,0.15384615384615302,0.0,0.0,0.15384615384615302,0.125,0.48,0.33333333333333304,0.0,0.20995492349692002,10236,0.19669653820023802,154913.24,0.22222222222222202,0.0,0.421052631578947,0.0,0.0,0.0
66,★ ⑳ FakeFox,You Never Know,0.329670329670329,0.189655172413793,0.308371298405466,0.308371298405466,0.384615384615384,0.5714285714285711,1.0,0.30769230769230704,0.25,0.28,0.16666666666666602,0.5,0.182210653291854,13049,0.20159840035939502,199216.59,0.22222222222222202,1.0,0.26315789473684204,1.0,0.0,0.0
67,★ ⑳ Drena,You Never Know,0.131868131868131,0.25862068965517204,0.16884965831435,0.16884965831435,0.15384615384615302,0.14285714285714202,0.0,0.23076923076923,0.5,0.2,0.16666666666666602,0.0,0.230778998158847,14064,0.201118884845077,184902.17,0.33333333333333304,0.0,0.157894736842105,0.0,0.0,0.0
68,★ ⑳ rafa',You Never Know,0.15384615384615302,0.137931034482758,0.114844343204252,0.114844343204252,0.07692307692307601,0.14285714285714202,0.0,0.0,0.0,0.04,0.16666666666666602,0.0,0.219605104437813,11150,0.20385688673668,149557.55,0.16666666666666602,0.0,0.157894736842105,0.0,0.0,0.0
69,★ ⑳ nz.,You Never Know,0.20879120879120802,0.224137931034482,0.21298405466970302,0.21298405466970302,0.23076923076923,0.14285714285714202,0.0,0.30769230769230704,0.125,0.0,0.16666666666666602,0.5,0.15745032061456402,10213,0.19672928985860702,156686.42,0.055555555555555004,0.0,0.0,0.0,1.0,0.0
70,★ ⑳ -shiryu,INSONY e-sports,0.18181818181818102,0.17441860465116202,0.187382445141065,0.187382445141065,0.16666666666666602,0.2,0.0,0.052631578947368,0.2,0.108108108108108,0.08333333333333301,0.375,0.22373655913978402,9349,0.188556730555535,124291.34,0.21739130434782603,0.0,0.0,0.0,0.16666666666666602,0.0
71,★ ⑳ A$AP Gonobu,INSONY e-sports,0.25252525252525204,0.20930232558139503,0.23432601880877701,0.23432601880877701,0.25,0.30000000000000004,1.0,0.157894736842105,0.2,0.432432432432432,0.16666666666666602,0.0,0.19938172043010702,8903,0.198384803386384,113905.16,0.36956521739130405,0.0,0.416666666666666,0.0,0.0,0.0
72,★ ⑳ honest,INSONY e-sports,0.19191919191919102,0.186046511627906,0.183620689655172,0.183620689655172,0.25,0.0,0.0,0.26315789473684204,0.4,0.135135135135135,0.08333333333333301,0.375,0.17524193548387001,10959,0.218218273542673,118865.82,0.130434782608695,0.0,0.0,0.0,0.0,0.0
73,★ ⑳ Dheltinha ♥,INSONY e-sports,0.24242424242424201,0.23255813953488302,0.23714733542319702,0.23714733542319702,0.25,0.2,0.0,0.421052631578947,0.1,0.108108108108108,0.5,0.125,0.178440860215053,10031,0.19845027754434003,124472.68,0.21739130434782603,0.0,0.33333333333333304,0.0,0.833333333333333,0.0
74,★ ⑳ phzinho_-,INSONY e-sports,0.13131313131313102,0.19767441860465101,0.15752351097178602,0.15752351097178602,0.08333333333333301,0.30000000000000004,0.0,0.105263157894736,0.1,0.216216216216216,0.16666666666666602,0.125,0.22319892473118202,10252,0.196389914971066,131274.42,0.065217391304347,0.0,0.25,1.0,0.0,0.0
75,★ ⑳ gexj,WAP Esports,0.25287356321839,0.17,0.24722493561850603,0.24722493561850603,0.375,0.133333333333333,,0.2,0.157894736842105,0.058823529411764004,0.16666666666666602,0.11111111111111101,0.189551075309906,8573,0.196295852066092,118963.29,0.28205128205128205,0.0,0.0,0.0,0.75,0.0
76,★ ⑳ Farés,WAP Esports,0.14942528735632102,0.22,0.16774709173252803,0.16774709173252803,0.125,0.33333333333333304,,0.5,0.26315789473684204,0.23529411764705802,0.33333333333333304,0.22222222222222202,0.21798144383473703,9533,0.207052729958032,132948.37,0.128205128205128,0.0,0.28571428571428503,0.0,0.0,0.0
77,★ ⑳ aguze [t],WAP Esports,0.18390804597701102,0.22,0.201491874611491,0.20149187461149,0.125,0.066666666666666,,0.0,0.26315789473684204,0.08823529411764701,0.0,0.0,0.20416367332589402,10656,0.19926732532739402,134963.9,0.23076923076923,0.0,0.14285714285714202,0.0,0.0,0.0
78,★ ⑳ kouzy-,WAP Esports,0.172413793103448,0.19,0.181511411064736,0.181511411064736,0.0,0.2,,0.2,0.052631578947368,0.23529411764705802,0.0,0.22222222222222202,0.20402610702658003,9578,0.210303572089924,137636.09,0.17948717948717902,0.0,0.21428571428571402,0.0,0.0,0.0
79,★ ⑳ Raphiita,WAP Esports,0.241379310344827,0.2,0.202024686972737,0.202024686972737,0.375,0.266666666666666,,0.1,0.26315789473684204,0.38235294117647,0.5,0.44444444444444403,0.184277700502881,11171,0.187080520558555,115476.22,0.17948717948717902,0.0,0.35714285714285704,0.0,0.25,0.0
