,Name,TeamName,Killed,Death,ADR,TotalDamageDealt,RoundMVPs,LastAliveQuantity,Clutches,FirstKills,FirstDeaths,FlashedEnemies,FlashAssists,BombsPlanted,WalkQuantityAsTR,WalkQuantityAsCT,DistanceTraveledAsTR,DistanceTraveledAsCT,AK47Kills,MAC10Kills,M4A4Kills,MP9Kills,AWPKills,ScoutKills
1183,★ ⑳ ph1,VivoKeyd Academy,0.17857142857142802,0.19811320754716902,0.21013792497584102,0.21013792497584102,0.18181818181818102,0.133333333333333,0.0,0.25,0.157894736842105,0.21428571428571402,0.14285714285714202,0.0,0.19740233315246802,6087,0.21401752437517202,121667.72,0.12121212121212101,1.0,0.4,0.0,0.052631578947368,0.0
1184,★ ⑳ rainny-_-,VivoKeyd Academy,0.17857142857142802,0.18867924528301802,0.169111833435825,0.169111833435825,0.09090909090909001,0.2,0.0,0.125,0.157894736842105,0.21428571428571402,0.14285714285714202,0.25,0.21510444926749803,6000,0.21007630633649801,123674.96,0.33333333333333304,0.0,0.2,0.0,0.0,0.0
1185,★ ⑳ Sulfide,Nostalgia Gamers,0.183673469387755,0.20952380952380903,0.20346494762288403,0.20346494762288403,0.2,0.16666666666666602,0.0,0.07692307692307601,0.29411764705882304,0.35849056603773505,0.6666666666666661,0.22222222222222202,0.24374466007567402,7619,0.20391684331211501,74545.62,0.205128205128205,0.0,0.25,0.6666666666666661,0.0,0.0
1186,★ ⑳ Comar,Nostalgia Gamers,0.19387755102040802,0.2,0.18468976631748502,0.18468976631748502,0.1,0.08333333333333301,1.0,0.30769230769230704,0.11764705882352901,0.30188679245283,0.16666666666666602,0.33333333333333304,0.211338947882338,6431,0.201439535772013,76980.43,0.256410256410256,0.0,0.0,0.33333333333333304,0.2,0.0
1187,★ ⑳ toto,Nostalgia Gamers,0.204081632653061,0.18095238095238,0.22038678485092603,0.22038678485092603,0.2,0.33333333333333304,0.0,0.30769230769230704,0.23529411764705802,0.075471698113207,0.0,0.22222222222222202,0.179604540461369,5722,0.20258677939539202,85439.57,0.128205128205128,1.0,0.125,0.0,0.6000000000000001,0.0
1188,"★ ⑳ Runaway,",Nostalgia Gamers,0.19387755102040802,0.171428571428571,0.17912973408541402,0.17912973408541502,0.1,0.25,0.0,0.07692307692307601,0.058823529411764004,0.132075471698113,0.08333333333333301,0.22222222222222202,0.19801965092151802,5726,0.19280126543650702,68923.66,0.205128205128205,0.0,0.3125,0.0,0.0,0.0
1189,★ ⑳ d e m o n,Nostalgia Gamers,0.19387755102040802,0.19047619047619002,0.18348106365834002,0.18348106365834002,0.4,0.16666666666666602,0.0,0.15384615384615302,0.23529411764705802,0.09433962264150901,0.0,0.0,0.167292200659099,7249,0.199255576083972,81053.17,0.205128205128205,0.0,0.25,0.0,0.2,0.0
1190,★ ⑲ jawazN,Nostalgia Gamers,0.030612244897959003,0.047619047619047006,0.028847703464947003,0.028847703464947003,0.0,0.0,0.0,0.07692307692307601,0.058823529411764004,0.037735849056603,0.08333333333333301,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0
1191,★ ⑳ Tryzin,Eldorado Legends,0.257142857142857,0.183673469387755,0.21930632289748303,0.21930632289748303,0.23076923076923,0.30000000000000004,,0.23529411764705802,0.15384615384615302,0.125,0.15384615384615302,0.25,0.21874566586225003,13149,0.19484903255621502,125656.18,0.2,0.0,0.461538461538461,0.0,0.0,0.0
1192,★ ⑳ celiN-,Eldorado Legends,0.295238095238095,0.19387755102040802,0.267341927562922,0.267341927562922,0.538461538461538,0.2,,0.23529411764705802,0.538461538461538,0.125,0.23076923076923,0.25,0.20446034784055903,13666,0.20729901856326702,143707.17,0.314285714285714,0.0,0.30769230769230704,0.0,0.6000000000000001,0.0
1193,★ ⑳ sbramos,Eldorado Legends,0.2,0.224489795918367,0.233578882750153,0.233578882750153,0.15384615384615302,0.1,,0.29411764705882304,0.07692307692307601,0.15,0.07692307692307601,0.125,0.199079082411028,13843,0.217151800271518,142978.13,0.257142857142857,1.0,0.192307692307692,0.0,0.0,0.0
1194,★ ⑳ 1nrq :],Eldorado Legends,0.12380952380952301,0.183673469387755,0.163136893799877,0.163136893799877,0.07692307692307601,0.1,,0.058823529411764004,0.07692307692307601,0.4,0.30769230769230704,0.25,0.200632437380377,12142,0.200603231631894,146608.09,0.028571428571428,0.0,0.038461538461538006,0.0,0.4,0.0
1195,★ ⑳ yanoooo_<,Eldorado Legends,0.12380952380952301,0.21428571428571402,0.116635972989564,0.116635972989564,0.0,0.30000000000000004,,0.17647058823529402,0.15384615384615302,0.2,0.23076923076923,0.125,0.17708246650578302,13379,0.180096916977104,137619.95,0.2,0.0,0.0,0.0,0.0,0.0
1196,★ ⑳ lauzy-,doubleSense,0.25,0.18348623853211002,0.240952530158232,0.240952530158232,0.0,0.29411764705882304,0.6666666666666661,0.5,0.35714285714285704,0.21839080459770102,0.0,0.2,0.227422606598458,13774,0.19849919252564802,136800.68,0.216216216216216,0.25,0.583333333333333,0.0,0.0,0.0
1197,★ ⑳ v1rtuw,doubleSense,0.19,0.220183486238532,0.220507598308005,0.220507598308005,0.0,0.29411764705882304,0.33333333333333304,0.125,0.07142857142857101,0.32183908045977,0.0,0.1,0.214459329602622,9078,0.209964750258458,132148.06,0.27027027027027,0.0,0.0,0.0,0.25,0.0
1198,★ ⑳ Ismailcan,doubleSense,0.22,0.20183486238532103,0.208600971330095,0.208600971330095,0.33333333333333304,0.29411764705882304,0.0,0.0625,0.28571428571428503,0.126436781609195,0.0,0.2,0.199706065230908,8748,0.20552204865479,128967.03,0.162162162162162,0.75,0.0,1.0,0.0,0.0
1199,★ ⑳ skn,doubleSense,0.11,0.20183486238532103,0.11107629641234501,0.11107629641234501,0.11111111111111101,0.058823529411764004,0.0,0.0625,0.28571428571428503,0.160919540229885,0.0,0.30000000000000004,0.169087860117197,8207,0.20198972474118002,115737.77,0.081081081081081,0.0,0.0,0.0,0.75,0.0
1200,★ ⑳ ziK,doubleSense,0.23,0.19266055045871502,0.21886260379132003,0.21886260379132003,0.555555555555555,0.058823529411764004,0.0,0.25,0.0,0.172413793103448,1.0,0.2,0.189324138450813,11076,0.184024283819921,139369.65,0.27027027027027,0.0,0.416666666666666,0.0,0.0,0.0
1201,★ ⑳ GAFTE,UFSC TITANS,0.165137614678899,0.19607843137254902,0.19497642899233902,0.19497642899233902,0.0,0.125,0.0,0.0,0.0625,0.04,0.5,0.0,0.201606274402356,9190,0.19706815697864102,133136.63,0.25806451612903203,0.0,0.0,0.0,0.0,0.0
1202,★ ⑳ lesteR7!,UFSC TITANS,0.18348623853211002,0.18627450980392102,0.16087212728344102,0.16087212728344102,0.2,0.375,0.0,0.14285714285714202,0.125,0.18,0.0,0.375,0.19968833481745302,6546,0.19371419506006402,135226.54,0.06451612903225801,0.0,0.0,0.0,0.785714285714285,1.0
1203,★ ⑳ stanckz,UFSC TITANS,0.24770642201834803,0.22549019607843102,0.21302298173246903,0.21302298173246903,0.1,0.1875,1.0,0.42857142857142805,0.3125,0.28,0.25,0.125,0.19309541749434803,9771,0.20752945736323603,142718.2,0.25806451612903203,0.0,0.7142857142857141,0.5,0.0,0.0
1204,★ ⑳ nollan,UFSC TITANS,0.220183486238532,0.18627450980392102,0.233868591632292,0.233868591632292,0.4,0.3125,0.0,0.35714285714285704,0.125,0.42,0.25,0.25,0.20177751900815102,8356,0.196984417177156,148177.04,0.25806451612903203,0.25,0.07142857142857101,0.0,0.21428571428571402,0.0
1205,★ ⑳ Little rubber duck,UFSC TITANS,0.18348623853211002,0.20588235294117602,0.19725987035945702,0.19725987035945702,0.30000000000000004,0.0,0.0,0.07142857142857101,0.375,0.08,0.0,0.25,0.20383245427769,7057,0.20470377342090101,131011.48,0.16129032258064502,0.75,0.21428571428571402,0.5,0.0,0.0
1206,★ ⑳ Leozin,Jaguares,0.22222222222222202,0.19469026548672502,0.21314131413141302,0.21314131413141302,0.125,0.055555555555555004,,0.41176470588235203,0.25,0.164948453608247,0.0,0.125,0.23545331529093302,7683,0.21158242801283403,123369.01,0.379310344827586,0.0,0.6666666666666661,0.0,0.0,0.0
1207,★ ⑳ kziN,Jaguares,0.16666666666666602,0.22123893805309702,0.157335733573357,0.157335733573357,0.25,0.11111111111111101,,0.17647058823529402,0.33333333333333304,0.12371134020618502,0.0,0.0,0.19521091957404202,6466,0.211148580245958,132587.46,0.172413793103448,1.0,0.0,1.0,0.0,0.0
1208,★ ⑳ roz-,Jaguares,0.14444444444444401,0.203539823008849,0.19261926192619203,0.19261926192619203,0.125,0.22222222222222202,,0.11764705882352901,0.08333333333333301,0.195876288659793,0.30769230769230704,0.375,0.200858975113255,6721,0.18726209544296202,98958.32,0.137931034482758,0.0,0.16666666666666602,0.0,0.0,0.0
1209,★ ⑳ TEKO^__^,Jaguares,0.16666666666666602,0.176991150442477,0.156255625562556,0.156255625562556,0.125,0.277777777777777,,0.11764705882352901,0.25,0.12371134020618502,0.15384615384615302,0.25,0.188503853621227,6771,0.19127769803563502,113219.73,0.241379310344827,0.0,0.0,0.0,0.09090909090909001,0.0
1210,★ ⑳ desh,Jaguares,0.30000000000000004,0.203539823008849,0.28064806480648,0.28064806480648,0.375,0.33333333333333304,,0.17647058823529402,0.08333333333333301,0.391752577319587,0.538461538461538,0.25,0.17997293640054102,4691,0.19872919826261,102582.07,0.068965517241379,0.0,0.16666666666666602,0.0,0.9090909090909091,1.0
1211,★ ⑳ hoax,KG Network,0.220183486238532,0.20930232558139503,0.21691370100067703,0.21691370100067703,0.16666666666666602,0.16666666666666602,0.0,0.18181818181818102,0.25,0.11111111111111101,0.1,0.22222222222222202,0.192086566837905,6468,0.19393090933439802,132119.63,0.19047619047619002,0.0,0.0625,0.25,0.30769230769230704,0.0
1212,★ ⑳ vLaZin,KG Network,0.19266055045871502,0.220930232558139,0.22075088405688,0.22075088405688,0.5,0.25,1.0,0.09090909090909001,0.125,0.28395061728395005,0.30000000000000004,0.44444444444444403,0.195453054978686,8828,0.20617226054677001,130443.52,0.21428571428571402,0.6666666666666661,0.25,0.0,0.0,0.0
1213,★ ⑳ segalla,KG Network,0.17431192660550401,0.20930232558139503,0.18621623655104902,0.18621623655104902,0.25,0.16666666666666602,0.0,0.36363636363636304,0.3125,0.34567901234567905,0.5,0.0,0.23517324297737402,7166,0.197219990328657,126971.44,0.21428571428571402,0.0,0.4375,0.0,0.0,1.0
1214,★ ⑳ lukz,KG Network,0.22935779816513702,0.186046511627906,0.22511473929726802,0.22511473929726802,0.0,0.16666666666666602,0.0,0.27272727272727204,0.25,0.074074074074074,0.1,0.11111111111111101,0.20485298939774801,6878,0.22462919250176303,152847.95,0.33333333333333304,0.33333333333333304,0.1875,0.5,0.0,0.0
1215,★ ⑳ UnK,KG Network,0.18348623853211002,0.17441860465116202,0.151004439094123,0.151004439094123,0.08333333333333301,0.25,0.0,0.09090909090909001,0.0625,0.185185185185185,0.0,0.22222222222222202,0.172434145808285,6115,0.17804764728840902,118662.73,0.047619047619047006,0.0,0.0625,0.25,0.6923076923076921,0.0
1216,★ ⑳ jqn,Acotados,0.27160493827160404,0.18181818181818102,0.24747376603186902,0.24747376603186902,0.16666666666666602,0.35294117647058804,1.0,0.27272727272727204,0.0,0.25423728813559304,0.28571428571428503,0.25,0.204674831809556,7246,0.20656265640260502,83163.55,0.259259259259259,0.22222222222222202,0.125,0.0,0.25,0.0
1217,★ ⑳ famus,Acotados,0.11111111111111101,0.20202020202020202,0.147979012825495,0.147979012825495,0.16666666666666602,0.17647058823529402,0.0,0.09090909090909001,0.5,0.033898305084745,0.14285714285714202,0.25,0.20179403139554902,7257,0.194707139396669,90989.06,0.22222222222222202,0.0,0.125,0.0,0.0,0.0
1218,★ ⑳ Diovand,Acotados,0.23456790123456703,0.20202020202020202,0.206373882627283,0.206373882627283,0.33333333333333304,0.17647058823529402,0.0,0.09090909090909001,0.14285714285714202,0.305084745762711,0.28571428571428503,0.125,0.236432637571157,8494,0.200430245847415,95615.7,0.185185185185185,0.11111111111111101,0.625,0.0,0.0,0.0
1219,★ ⑳ bruno,Acotados,0.22222222222222202,0.21212121212121202,0.23445394481150403,0.23445394481150403,0.16666666666666602,0.058823529411764004,0.0,0.36363636363636304,0.21428571428571402,0.23728813559322,0.14285714285714202,0.0,0.21709504916336,8530,0.21514491866384103,92259.71,0.259259259259259,0.44444444444444403,0.125,0.0,0.0,0.0
1220,★ ⑳ Ray Donovan,Acotados,0.160493827160493,0.20202020202020202,0.163719393703847,0.163719393703847,0.16666666666666602,0.23529411764705802,0.0,0.18181818181818102,0.14285714285714202,0.169491525423728,0.14285714285714202,0.375,0.140003450060376,4743,0.183155039689468,92671.58,0.074074074074074,0.22222222222222202,0.0,0.0,0.75,0.0
1221,★ ⑳ kai,eBRO,0.12121212121212101,0.185185185185185,0.127127616255395,0.127127616255395,0.14285714285714202,0.25,0.0,0.21428571428571402,0.36363636363636304,0.169811320754716,0.16666666666666602,0.0,0.21971509351892102,8571,0.19574342841066,160209.19,0.28571428571428503,0.2,0.0,0.0,0.0,0.0
1222,★ ⑳ xanc,eBRO,0.19191919191919102,0.209876543209876,0.20767163449792303,0.20767163449792303,0.21428571428571402,0.33333333333333304,0.0,0.07142857142857101,0.09090909090909001,0.075471698113207,0.33333333333333304,0.6666666666666661,0.187445628534145,9150,0.19675786324051703,137078.79,0.047619047619047006,0.2,0.0,0.0,0.14285714285714202,0.0
1223,★ ⑳ sai,eBRO,0.21212121212121202,0.209876543209876,0.202948122811303,0.202948122811303,0.14285714285714202,0.16666666666666602,0.33333333333333304,0.28571428571428503,0.09090909090909001,0.20754716981132001,0.0,0.16666666666666602,0.24227925184862903,11076,0.20162041049859203,163618.51,0.19047619047619002,0.6000000000000001,0.11111111111111101,0.33333333333333304,0.0,0.0
1224,★ ⑳ LEu[1],eBRO,0.28282828282828204,0.22222222222222202,0.28170046420718303,0.28170046420718303,0.35714285714285704,0.08333333333333301,0.0,0.35714285714285704,0.27272727272727204,0.226415094339622,0.0,0.0,0.162298825576337,9422,0.195641613470971,165762.74,0.28571428571428503,0.0,0.6666666666666661,0.6666666666666661,0.0,0.0
1225,★ ⑳ eBRO knark,eBRO,0.19191919191919102,0.17283950617283902,0.180552162228194,0.180552162228194,0.14285714285714202,0.16666666666666602,0.6666666666666661,0.07142857142857101,0.18181818181818102,0.320754716981132,0.5,0.16666666666666602,0.18826120052196602,6443,0.21023668437925802,171746.09,0.19047619047619002,0.0,0.22222222222222202,0.0,0.8571428571428571,0.0
1226,★ ⑳ seams,Wygers Juniors,0.155172413793103,0.195876288659793,0.219281663516068,0.219281663516068,0.2,0.3125,0.0,0.11111111111111101,0.066666666666666,0.2,0.5714285714285711,0.0,0.177064255189255,3793,0.20672652888509901,79701.51,0.1875,0.0,0.0,0.0,0.0,0.0
1227,★ ⑳ Perpetuo,Wygers Juniors,0.137931034482758,0.20618556701030902,0.120478890989287,0.120478890989287,0.0,0.25,0.0,0.11111111111111101,0.066666666666666,0.15,0.0,0.33333333333333304,0.190304487179487,5343,0.19297337802846,72806.5,0.1875,0.0,0.0,0.0,0.0,0.0
1228,★ ⑳ toto-s,Wygers Juniors,0.29310344827586204,0.17525773195876201,0.28317580340264603,0.28317580340264603,0.4,0.25,1.0,0.555555555555555,0.33333333333333304,0.25,0.14285714285714202,0.33333333333333304,0.230883699633699,5793,0.210932197730327,77722.72,0.1875,0.0,0.7142857142857141,0.2,1.0,0.0
1229,★ ⑳ natszu ♥,Wygers Juniors,0.206896551724137,0.21649484536082403,0.17227473219911701,0.17227473219911701,0.2,0.0625,0.0,0.11111111111111101,0.33333333333333304,0.25,0.14285714285714202,0.0,0.205338064713064,5145,0.19976724664175602,71486.46,0.125,0.0,0.14285714285714202,0.8,0.0,0.0
1230,★ ⑳ zrx,Wygers Juniors,0.206896551724137,0.20618556701030902,0.204788909892879,0.204788909892879,0.2,0.125,0.0,0.11111111111111101,0.2,0.15,0.14285714285714202,0.33333333333333304,0.196409493284493,4957,0.189600648714356,85557.1,0.3125,0.0,0.14285714285714202,0.0,0.0,1.0
1231,★ ⑳ Fuka,Tropinha do Zap,0.210526315789473,0.175438596491228,0.197661198635699,0.197661198635699,0.35714285714285704,0.16666666666666602,0.0,0.266666666666666,0.33333333333333304,0.105263157894736,0.0,0.16666666666666602,0.20501203092202902,11374,0.22807033064404303,158365.94,0.066666666666666,0.0,0.5263157894736841,0.0,0.125,0.0
1232,★ ⑳ guardinha da CET,Tropinha do Zap,0.2,0.175438596491228,0.20123436738671402,0.20123436738671402,0.21428571428571402,0.0,0.0,0.133333333333333,0.22222222222222202,0.210526315789473,0.16666666666666602,0.16666666666666602,0.187912763016433,8869,0.19785271851160302,129953.17,0.311111111111111,0.0,0.105263157894736,0.0,0.0,0.0
1233,★ ⑳ molten moedor de cana,Tropinha do Zap,0.18947368421052602,0.175438596491228,0.20367061880786103,0.20367061880786003,0.14285714285714202,0.33333333333333304,1.0,0.2,0.22222222222222202,0.210526315789473,0.16666666666666602,0.33333333333333304,0.19259714329596,11348,0.19292287809723702,152539.6,0.28888888888888803,0.0,0.105263157894736,0.0,0.0,0.0
1234,★ ⑳ Jonas de Abril,Tropinha do Zap,0.18947368421052602,0.228070175438596,0.14601266850739,0.146012668507389,0.14285714285714202,0.33333333333333304,0.0,0.066666666666666,0.22222222222222202,0.36842105263157804,0.0,0.16666666666666602,0.19341626990221603,11084,0.183262688388993,140438.26,0.177777777777777,0.0,0.0,0.33333333333333304,0.75,0.0
1235,★ ⑳ HAARPER,Tropinha do Zap,0.210526315789473,0.245614035087719,0.251421146662335,0.251421146662335,0.14285714285714202,0.16666666666666602,0.0,0.33333333333333304,0.0,0.105263157894736,0.6666666666666661,0.16666666666666602,0.22106179286335903,10555,0.197891384358122,140410.48,0.155555555555555,0.0,0.26315789473684204,0.6666666666666661,0.125,1.0
1236,★ ⑳ AKEX,Meta Paraguay,0.25531914893617,0.225225225225225,0.24469096671949203,0.24469096671949203,0.25,0.0625,0.0,0.4,0.25,0.204081632653061,0.0,0.0,0.21097871048537,10044,0.216392242506897,128110.06,0.26315789473684204,0.0,0.32,0.0,0.0,0.0
1237,★ ⑳ aNG,Meta Paraguay,0.19148936170212702,0.207207207207207,0.204675118858954,0.204675118858954,0.25,0.25,0.0,0.33333333333333304,0.1875,0.42857142857142805,0.5,0.5,0.18991689119957403,8077,0.20361546983330803,114623.48,0.13157894736842102,0.0,0.08,0.0,1.0,0.0
1238,★ ⑳ v7b,Meta Paraguay,0.20212765957446802,0.207207207207207,0.190966719492868,0.190966719492868,0.25,0.0625,0.5,0.066666666666666,0.25,0.224489795918367,0.33333333333333304,0.30000000000000004,0.21894804751242802,7548,0.19742041033847701,112886.86,0.28947368421052605,0.0,0.16,0.0,0.0,0.0
1239,★ ⑳ Lukz-iwnl-,Meta Paraguay,0.127659574468085,0.18018018018018,0.150792393026941,0.150792393026941,0.0,0.125,0.0,0.133333333333333,0.25,0.061224489795918005,0.0,0.2,0.167507874463967,6058,0.18174745298236902,107143.57,0.078947368421052,1.0,0.16,0.0,0.0,0.0
1240,★ ⑳ Dav1dpy10,Meta Paraguay,0.223404255319148,0.18018018018018,0.208874801901743,0.208874801901743,0.25,0.5,0.5,0.066666666666666,0.0625,0.08163265306122401,0.16666666666666602,0.0,0.21264847633865802,4897,0.200824424338947,100025.87,0.23684210526315702,0.0,0.28,1.0,0.0,0.0
1241,★ ⑳ KNCERATOAQN,BD.ECHO,0.243243243243243,0.2,0.21009829573580302,0.21009829573580302,0.25,0.533333333333333,0.5,0.375,0.066666666666666,0.13095238095238002,0.461538461538461,0.25,0.235799288430867,9989,0.20603064927769202,157461.6,0.22222222222222202,0.8,0.23809523809523803,0.0,0.5714285714285711,0.0
1242,★ ⑳ t9rnay,BD.ECHO,0.171171171171171,0.210526315789473,0.172335761261579,0.172335761261579,0.16666666666666602,0.066666666666666,0.0,0.1875,0.33333333333333304,0.321428571428571,0.07692307692307601,0.125,0.170020038441091,8208,0.19656410762834703,157782.67,0.11111111111111101,0.0,0.09523809523809501,0.0,0.42857142857142805,0.0
1243,★ ⑳ fREQ,BD.ECHO,0.243243243243243,0.2,0.253376706032105,0.253376706032105,0.25,0.133333333333333,0.5,0.125,0.133333333333333,0.11904761904761901,0.0,0.25,0.19112174375332203,11965,0.205260731300545,169186.0,0.296296296296296,0.0,0.42857142857142805,0.0,0.0,0.0
1244,★ ⑳ GYZER*,BD.ECHO,0.189189189189189,0.22105263157894703,0.18244820026872202,0.18244820026872202,0.25,0.066666666666666,0.0,0.3125,0.266666666666666,0.19047619047619002,0.23076923076923,0.25,0.20807262912526,11902,0.191693870792937,171530.27,0.22222222222222202,0.0,0.0,1.0,0.0,0.0
1245,★ ⑳ chay ;),BD.ECHO,0.153153153153153,0.168421052631578,0.181741036701789,0.181741036701789,0.08333333333333301,0.2,0.0,0.0,0.2,0.23809523809523803,0.23076923076923,0.125,0.194986300249458,10886,0.20045064100047602,180907.6,0.148148148148148,0.2,0.23809523809523803,0.0,0.0,1.0
1246,★ ⑳ detr0ittJ,FURIA Academy,0.056818181818181004,0.22666666666666602,0.065172006898429,0.065172006898429,0.0,0.0,0.0,0.25,0.3125,0.27083333333333304,0.16666666666666602,0.23076923076923,0.22217409146869702,3062,0.18624098968734001,53769.8,0.061224489795918005,0.0,0.16666666666666602,0.0,0.0,0.0
1247,★ ⑳ zmb,FURIA Academy,0.193181818181818,0.21333333333333301,0.211582100390305,0.211582100390305,0.0,0.11111111111111101,0.0,0.0,0.1875,0.27083333333333304,0.33333333333333304,0.30769230769230704,0.15826911677534,2358,0.22310735872599702,53624.42,0.224489795918367,0.0,0.0,0.0,1.0,0.5
1248,★ ⑳ ninjaZ,FURIA Academy,0.318181818181818,0.2,0.30017246074248805,0.30017246074248805,0.625,0.22222222222222202,0.0,0.125,0.1875,0.145833333333333,0.33333333333333304,0.07692307692307601,0.20769686744790403,2530,0.19914474650111802,55634.94,0.346938775510204,0.0,0.16666666666666602,0.0,0.0,0.0
1249,★ ⑳ msr,FURIA Academy,0.204545454545454,0.133333333333333,0.18053916674230702,0.18053916674230702,0.125,0.44444444444444403,1.0,0.0,0.0625,0.22916666666666602,0.0,0.23076923076923,0.22741781040536202,2874,0.196488785198683,53963.26,0.183673469387755,0.0,0.16666666666666602,1.0,0.0,0.0
1250,★ ⑳ r4ul,FURIA Academy,0.22727272727272702,0.22666666666666602,0.242534265226468,0.242534265226468,0.25,0.22222222222222202,0.0,0.625,0.25,0.08333333333333301,0.16666666666666602,0.15384615384615302,0.18444211390269402,2170,0.19501811988685902,45723.15,0.183673469387755,0.0,0.5,0.0,0.0,0.5
1251,★ ⑳ FFFELIPINHO1F,KG Academy,0.2,0.204545454545454,0.189793997699466,0.189793997699466,0.2,0.23076923076923,0.0,0.25,0.125,0.0,0.0,0.33333333333333304,0.23954074976080703,10363,0.21698832295112103,144841.67,0.42857142857142805,1.0,0.07142857142857101,0.25,0.0,0.0
1252,★ ⑳ brn$,KG Academy,0.186666666666666,0.193181818181818,0.197845864268534,0.197845864268534,0.0,0.384615384615384,1.0,0.125,0.0,0.296296296296296,0.5714285714285711,0.33333333333333304,0.20170479255457902,9103,0.1979969419569,146244.4,0.28571428571428503,0.0,0.07142857142857101,0.25,0.14285714285714202,0.0
1253,★ ⑳ antonini,KG Academy,0.186666666666666,0.21590909090909002,0.16940290703754002,0.16940290703754002,0.2,0.0,0.0,0.3125,0.25,0.11111111111111101,0.14285714285714202,0.0,0.180307906410367,8349,0.19903930180114002,141436.41,0.0,0.0,0.07142857142857101,0.25,0.5714285714285711,0.0
1254,★ ⑳ LzBK,KG Academy,0.133333333333333,0.18181818181818102,0.153403743595106,0.153403743595106,0.0,0.07692307692307601,0.0,0.0625,0.375,0.0,0.14285714285714202,0.33333333333333304,0.17456727842045702,8755,0.18063682374616802,142991.05,0.0,0.0,0.07142857142857101,0.0,0.28571428571428503,1.0
1255,★ ⑳ pedrinzy,KG Academy,0.293333333333333,0.204545454545454,0.289553487399351,0.289553487399351,0.6000000000000001,0.30769230769230704,0.0,0.25,0.25,0.592592592592592,0.14285714285714202,0.0,0.203879272853787,9832,0.205338609544668,144662.78,0.28571428571428503,0.0,0.7142857142857141,0.25,0.0,0.0
1256,★ ⑳ fp1,RedragoN,0.19387755102040802,0.231481481481481,0.20560372511239502,0.20560372511239502,0.22222222222222202,0.055555555555555004,0.0,0.15384615384615302,0.1875,0.11111111111111101,0.44444444444444403,0.14285714285714202,0.209202925764973,10124,0.199122258193312,139404.94,0.210526315789473,0.0,0.4,0.25,0.0,0.0
1257,★ ⑳ Bruninho ;),RedragoN,0.306122448979591,0.15740740740740702,0.271194605009633,0.271194605009633,0.44444444444444403,0.33333333333333304,0.6666666666666661,0.23076923076923,0.125,0.129629629629629,0.0,0.28571428571428503,0.199545755315914,8993,0.196442519993814,127008.44,0.447368421052631,0.0,0.133333333333333,0.5,0.0,0.0
1258,★ ⑳ kurg4n,RedragoN,0.173469387755102,0.231481481481481,0.19508670520231203,0.19508670520231203,0.22222222222222202,0.16666666666666602,0.0,0.15384615384615302,0.1875,0.22222222222222202,0.11111111111111101,0.0,0.206484611120052,10028,0.202770409441821,160279.7,0.078947368421052,1.0,0.133333333333333,0.25,0.33333333333333304,0.0
1259,★ ⑳ puni,RedragoN,0.21428571428571402,0.194444444444444,0.16698779704560002,0.16698779704560002,0.11111111111111101,0.055555555555555004,0.0,0.30769230769230704,0.375,0.24074074074074,0.0,0.28571428571428503,0.21065150133233101,10464,0.20285180868427902,155182.7,0.23684210526315702,0.0,0.266666666666666,0.0,0.0,0.0
1260,★ ⑳ proSHOW,RedragoN,0.11224489795918301,0.185185185185185,0.16112716763005702,0.16112716763005702,0.0,0.388888888888888,0.33333333333333304,0.15384615384615302,0.125,0.296296296296296,0.44444444444444403,0.28571428571428503,0.174115206466727,8080,0.19881300368677202,174518.07,0.026315789473684,0.0,0.066666666666666,0.0,0.6666666666666661,0.0
1261,★ ⑳ JonY BoY,Furious Gaming,0.19626168224299,0.20618556701030902,0.21486584481508303,0.21486584481508303,0.07692307692307601,0.07142857142857101,0.0,0.3125,0.07692307692307601,0.44444444444444403,0.6666666666666661,0.18181818181818102,0.19466369575890302,7973,0.213057540945381,169682.29,0.045454545454545005,0.5,0.0,0.0,1.0,0.0
1262,★ ⑳ nacho,Furious Gaming,0.186915887850467,0.164948453608247,0.176214648295866,0.176214648295866,0.15384615384615302,0.35714285714285704,0.0,0.125,0.15384615384615302,0.044444444444444,0.11111111111111101,0.27272727272727204,0.19755277767287202,12440,0.20073842263693,153484.58,0.22727272727272702,0.0,0.22222222222222202,0.0,0.0,0.0
1263,★ ⑳ ab!zz,Furious Gaming,0.22429906542056002,0.195876288659793,0.21363306744017402,0.21363306744017402,0.30769230769230704,0.28571428571428503,1.0,0.1875,0.30769230769230704,0.066666666666666,0.11111111111111101,0.27272727272727204,0.178367763133048,9414,0.19009626076265201,162061.25,0.25,0.0,0.33333333333333304,0.0,0.0,0.0
1264,★ ⑳ Owen$inhoM^^,Furious Gaming,0.186915887850467,0.21649484536082403,0.18593183466279903,0.18593183466279903,0.30769230769230704,0.21428571428571402,0.0,0.125,0.30769230769230704,0.133333333333333,0.11111111111111101,0.09090909090909001,0.22680237169077302,12338,0.21570532056327602,167158.17,0.27272727272727204,0.5,0.22222222222222202,0.0,0.0,0.0
1265,★ ⑳ gooden,Furious Gaming,0.205607476635514,0.21649484536082403,0.209354604786076,0.209354604786076,0.15384615384615302,0.07142857142857101,0.0,0.25,0.15384615384615302,0.311111111111111,0.0,0.18181818181818102,0.20261339174440102,11099,0.180402455091758,150953.47,0.204545454545454,0.0,0.22222222222222202,0.0,0.0,0.0
